gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NPages,NPcreated,weightIJ,NIJ,NDays,NActDays,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content
1,male,2,0,2,20210409001220,20251022205350,38,13,4,1.4524435202424695,40,40614,13151,9,3,22,29,3,20,10
2,male,2,3,2,20220402052803,20220405080730,79,38,2,1.2104566784170072,56,4,4,27,41,49,23,42,33,63
1,unknown,1,2,3,20220215191304,20230730120654,56,5,7,0.9813364529300362,98,10515,5483,5,27,37,9,40,32,42
2,male,2,2,1,20201118072534,20240307061448,10,37,13,0.697146824992231,65,39189,13956,2,1,6,5,5,0,4
2,female,1,3,1,20210904122151,20230514232346,96,31,0,1.3171516936812222,62,19611,16957,1,48,83,95,56,75,85
1,unknown,2,1,1,20230801230004,20270123150634,48,15,3,1.0932042117004401,60,39322,2182,38,17,30,8,40,0,2
2,female,1,3,0,20220825223311,20260107201100,55,41,18,0.5961446808053249,60,39282,30681,6,41,14,54,51,40,17
2,male,2,0,0,20210309095009,20290421041340,82,17,19,1.3575224048992922,35,80112,14731,59,12,47,33,0,20,59
2,unknown,3,3,2,20210127192741,20270701133818,85,41,5,1.2192162359178602,25,60574,22446,25,72,12,4,31,22,49
1,unknown,2,3,3,20240716083057,20260213110753,39,22,19,0.5554401738164569,6,19498,15055,23,26,26,33,12,31,11
1,unknown,3,0,2,20230614005411,20230720060637,2,49,9,0.5419670068524624,20,107,19,0,0,2,0,0,1,0
2,unknown,3,1,2,20201204125012,20240418235633,81,3,17,1.4644606866188115,26,39215,25086,41,39,7,27,27,30,32
0,female,1,2,1,20231117222655,20240721123521,79,20,11,1.1680791168693365,34,9604,1128,78,30,25,24,36,24,66
2,male,2,1,1,20230426033505,20291209102932,48,30,16,1.40722626990539,44,60784,2553,2,4,33,2,29,22,20
0,unknown,1,3,0,20210608054552,20240727120330,52,16,4,0.6854434454885092,1,30120,10097,29,12,13,13,23,17,45
1,female,2,3,1,20221223234338,20231004015212,34,21,5,0.9959267109861653,13,9781,8064,18,6,24,15,20,5,22
2,unknown,2,2,3,20201221100839,20290928025039,36,47,14,1.4456921699723795,54,89707,52089,3,28,33,0,6,36,30
1,male,1,1,3,20211111003202,20290329185920,13,46,7,0.8761570234033633,36,79219,21578,11,2,0,0,12,12,5
1,female,2,2,3,20240213222223,20270705020511,81,49,2,1.3450310713374318,15,30492,100,77,63,12,47,50,70,14
2,female,3,0,3,20230917172716,20270829174136,37,18,12,0.9430879335053304,45,39913,20260,10,17,28,6,36,23,5
2,male,3,0,1,20200904015313,20231230051327,85,22,1,1.1237016204217798,7,30327,18751,44,4,29,37,85,26,68
2,unknown,1,3,2,20211023073629,20221226204725,84,47,0,1.1737416386538517,50,10204,5909,57,63,43,71,12,68,65
2,female,3,2,1,20210618122016,20241210124839,69,46,9,0.8577482121805635,28,30593,9754,16,68,20,28,42,17,18
2,male,2,0,1,20201116211837,20231015070106,75,22,16,0.7313208926085577,35,29899,28936,38,4,51,74,18,22,52
2,female,1,3,0,20231111070132,20271228111840,86,5,11,0.5350388283396356,52,40118,13705,54,57,62,51,52,1,39
1,unknown,1,1,2,20210625083819,20220123202854,91,41,7,1.1238567101904424,97,9499,8284,59,8,54,34,32,68,42
1,female,1,3,3,20210625020445,20270621114619,35,29,5,0.8966339861861471,55,59997,49190,30,7,8,20,7,7,31
1,male,2,3,2,20200106183031,20201125082445,39,27,0,0.8616139032163448,89,1019,175,15,5,15,0,0,34,27
0,male,2,3,0,20210901163258,20211109065625,37,2,11,0.7027363440002552,48,208,159,21,11,19,1,0,16,16
1,female,2,2,2,20211002105828,20281201160216,27,9,5,1.1767061237931404,37,70200,53778,12,14,15,24,3,10,7
1,male,2,2,0,20200404142054,20261015093715,36,12,1,1.4924305960173432,58,60611,9072,3,9,28,24,6,31,18
1,male,1,2,1,20220410055743,20260811101100,15,45,11,0.5153530205933333,60,40402,23571,6,8,6,2,4,10,11
2,unknown,3,2,2,20241001201934,20260526190352,65,29,0,0.831509584172803,85,19525,5261,59,41,49,37,33,11,10
1,unknown,1,2,0,20210216201955,20270822214509,98,10,9,1.1576740147233608,41,60607,43452,34,43,38,28,51,16,6
1,male,2,3,3,20240708214227,20270519210914,27,11,12,0.7360147183261496,73,29811,11057,9,27,7,13,22,25,27
1,male,2,3,1,20200324065212,20221016153932,77,43,4,1.4784068643614192,84,20693,13891,33,36,55,20,31,40,25
2,unknown,2,0,1,20210316045158,20291108024047,61,49,1,1.2147955981637195,48,80792,56251,35,31,9,45,48,25,51
1,male,3,0,0,20240725154355,20270612222537,29,17,15,1.1443595926784045,26,29888,13186,15,19,26,18,7,13,8
2,male,1,0,2,20200510050535,20200825014151,11,12,15,1.3240811856523969,51,315,314,4,5,6,11,1,4,0
0,female,2,3,3,20240715230549,20250724074715,9,14,11,0.9849377009381456,6,10009,364,6,7,4,9,3,9,5
0,male,2,3,1,20200615163045,20200725175824,45,35,17,1.1047496189099357,60,111,46,24,37,17,40,5,32,9
2,unknown,2,0,1,20200614082237,20201203114248,99,17,16,0.7446202989564891,78,590,181,63,19,88,77,6,63,58
1,unknown,1,2,1,20211216232729,20250428005048,31,4,10,0.8333809636482392,82,39212,13104,25,27,26,2,30,12,24
0,unknown,3,2,3,20240712193937,20270829100114,16,31,0,1.1702030019854135,34,30117,16692,2,11,4,3,11,7,0
0,male,2,1,3,20200708193511,20240202015030,8,12,2,1.2395196928690466,98,39494,12415,0,7,8,3,5,6,2
2,female,2,3,2,20210227021507,20231115210950,3,31,4,0.8724542664204478,31,20889,18825,3,0,0,0,2,2,0
0,male,1,3,2,20200618002344,20220831005955,87,13,17,1.107748032657618,24,20214,9491,58,8,56,53,67,59,12
2,female,2,2,3,20201114151308,20210128085030,88,9,10,1.3494796432356457,38,9014,5137,79,41,4,60,18,73,36
2,female,2,1,3,20240207181932,20290126181420,32,34,15,1.3243057728377612,86,49919,42180,2,0,8,7,9,14,7
1,female,3,0,0,20220823010104,20240731221624,25,38,16,0.7295545032479955,13,19909,12149,15,15,5,9,1,7,1
0,unknown,1,2,2,20231214125921,20291220094431,55,8,9,0.8081402346272861,77,60006,16758,4,21,27,0,18,40,54
1,male,1,1,1,20210202224406,20290929052900,42,48,5,0.738523323102815,77,80727,13498,13,32,12,42,42,19,41
2,female,1,2,3,20221101204327,20241213101614,22,40,12,0.6298967902554936,2,20112,9831,9,17,14,18,9,18,7
1,male,3,3,0,20200120024003,20240108072136,50,5,15,0.5447064097870481,9,39989,29875,17,6,38,50,5,35,17
0,female,3,1,1,20240825173908,20280516043130,55,41,14,1.4883058582563726,61,39691,8052,48,15,47,46,33,1,13
2,male,2,2,1,20240218220548,20280420225623,3,27,4,1.4240580024879956,8,40203,23605,0,2,2,1,0,0,0
1,unknown,2,1,1,20201112202924,20221116205912,3,29,10,0.9771288400267693,53,20005,15407,1,0,0,1,1,2,1
1,male,1,1,3,20230729024026,20290308151738,43,28,9,0.7874851857585978,68,59580,39673,28,10,8,30,4,35,9
0,male,2,2,1,20221026060307,20240607233328,73,27,13,0.8526931892483159,17,19582,5530,64,35,5,34,5,38,17
2,unknown,2,1,3,20220414173032,20290110104858,80,19,12,0.8774783469675321,8,69696,52541,76,5,15,61,62,24,4
0,unknown,1,2,3,20200608133056,20230426152305,35,2,5,1.2422165982900906,96,29819,27057,30,3,25,6,16,25,30
0,unknown,2,3,3,20210129082716,20210811100659,56,16,17,1.2775276530332755,87,683,181,39,30,35,23,56,36,20
2,female,2,1,1,20200226231002,20210824212456,56,29,5,0.7505799510575256,68,10598,1154,35,17,51,7,34,18,22
1,female,3,0,3,20200803061521,20230316090021,83,11,3,1.3405480410340873,98,29514,23843,68,23,8,51,13,72,64
0,unknown,1,1,1,20201027183939,20240810162818,99,20,14,1.3029441371768216,5,39783,13385,15,97,35,6,47,62,31
2,unknown,1,0,1,20220930210137,20250225180202,86,8,3,0.5903845249059362,92,29295,13972,70,26,49,42,19,36,75
1,unknown,2,2,3,20210118110417,20210301203018,52,21,0,1.421669361676987,80,184,9,38,19,50,5,44,2,49
1,female,1,1,0,20210817013121,20240730194816,82,9,13,0.6366447405721688,94,29914,28441,67,16,80,44,0,31,3
2,female,1,1,2,20240507151421,20290816163717,76,44,9,0.7782327462662034,90,50310,40243,36,33,54,75,42,67,16
2,female,3,3,3,20230215005948,20240831220309,45,38,18,1.1849709683979577,34,10617,8721,18,30,14,39,16,39,0
2,female,1,2,3,20231223123042,20260127180819,27,27,1,0.6846658396006466,29,28905,9795,12,12,17,18,0,9,19
2,male,1,0,1,20200714033932,20210408204217,91,27,9,0.7788932879878371,88,9695,3812,50,13,17,9,12,1,88
1,male,2,2,1,20200506120144,20230119154323,4,33,12,1.3725442318720227,41,29614,25197,2,0,2,1,1,2,2
0,unknown,1,3,2,20220416001910,20271114075835,38,3,5,1.1132973963558044,40,50699,2064,18,20,15,18,28,38,11
0,female,3,2,3,20221203100517,20280910055153,34,30,13,0.510144016397571,93,59707,10613,30,27,23,3,2,8,2
2,male,1,1,2,20220419005934,20291125095939,77,28,7,0.970850618881852,94,70707,34508,5,35,20,39,11,21,44
2,unknown,1,2,3,20231122063503,20240309135646,84,13,4,1.1197223359989934,73,9188,6839,77,22,60,8,52,11,50
2,unknown,3,1,3,20240418171715,20250112200919,14,35,3,1.2416704073262181,74,9695,2757,10,13,10,7,5,10,2
2,male,2,1,2,20210504223815,20250225011842,61,45,16,1.3082820423138748,69,39721,24095,58,19,41,54,45,15,38
2,male,1,2,1,20200701013515,20260412191422,93,40,4,1.3856492090482657,48,59712,42153,78,19,16,24,48,18,11
2,female,1,3,0,20231004202527,20240712085925,53,46,2,1.2437393440707352,94,9708,5996,21,5,14,28,12,9,6
2,female,1,0,1,20210612215846,20240305222252,52,15,12,1.294288147700021,99,29694,5713,25,30,21,27,29,46,17
0,female,1,3,2,20230314003824,20271115235921,84,23,13,1.1066580555146768,95,40802,36705,73,26,75,37,73,11,33
2,female,1,2,3,20240626103058,20271025153311,22,42,15,0.9375190702637141,46,30400,23846,16,8,13,20,16,15,17
2,male,2,0,0,20210225235937,20270617151203,25,26,6,0.8517448558564671,47,60392,26400,4,9,10,11,20,24,23
1,male,1,0,0,20200306013247,20210226094745,56,48,4,1.1236498885878023,48,9921,3021,18,38,42,46,17,56,17
1,male,1,2,0,20200209133024,20290606020759,55,41,7,0.9331809264267698,86,90397,25425,46,24,23,18,41,7,38
1,unknown,2,0,3,20200430185911,20230605235219,51,18,7,0.7923971181666358,80,30176,29608,38,22,47,19,36,37,30
2,male,2,1,1,20220403233321,20240510125648,52,17,11,0.6369485278840706,30,20107,19324,24,51,23,43,29,31,40
1,female,2,1,3,20210609210803,20260530093145,78,45,7,1.0262758237567189,17,49921,32192,17,14,6,23,71,8,17
0,female,1,2,1,20200428092849,20210324041819,43,45,9,1.4623033837421393,20,9896,3903,2,26,26,11,11,9,16
1,unknown,2,0,1,20220306182206,20230705140335,90,3,1,1.2323315749245656,45,10399,8861,17,41,5,49,77,65,35
1,unknown,1,3,1,20220114182850,20231107074124,44,39,7,1.4690042124607063,65,10993,664,36,27,33,0,44,23,34
2,male,1,0,3,20231018202636,20270624210727,17,6,16,0.9388054200633061,46,39607,12819,17,12,3,10,4,3,1
1,female,2,1,0,20210917015329,20230918143918,41,30,0,1.3254986735344398,67,20002,6933,31,34,28,10,37,0,12
0,unknown,1,2,1,20200720081305,20290720062829,90,27,7,0.6184383367333937,15,90000,61784,50,33,45,59,20,85,75
2,unknown,1,3,1,20210407113547,20251008173154,9,42,5,1.4659842698414374,99,40602,33256,9,2,3,6,1,7,6
2,unknown,1,1,1,20240315171557,20281116092738,5,21,3,1.138403315877718,29,40801,1605,4,4,1,4,0,5,3
2,female,3,1,1,20200226022652,20290501112010,66,9,9,1.1593242124836882,49,90276,58448,5,42,48,64,7,56,50
1,unknown,2,3,3,20230903212300,20250401183030,51,42,15,1.1597720013557515,48,19498,4995,35,28,9,3,26,13,30
2,male,2,1,2,20231231150346,20280806211820,56,12,4,1.148089440176602,46,49576,1405,18,45,48,26,50,8,11
1,unknown,2,1,0,20200224063935,20250106231608,87,29,16,1.3960608084847101,36,49883,49725,6,36,66,14,36,35,25
1,female,1,0,2,20200403063055,20250331083303,42,41,6,1.2214304104016303,88,49929,17982,25,30,10,21,7,28,22
0,unknown,2,1,1,20200719215250,20230306110719,71,6,6,0.9189878425638586,68,29587,11525,28,28,33,41,35,54,57
2,female,1,1,1,20211212055707,20290612111416,4,2,13,0.6857971514879896,13,79401,44310,4,4,0,3,0,3,4
2,female,3,0,2,20240619174545,20290512010921,34,3,17,1.2505728633661666,32,49893,18702,27,21,7,32,5,27,0
0,male,1,1,1,20210630145929,20270903051327,82,19,2,0.9361900030106032,19,60273,31629,6,66,57,18,24,14,41
2,female,1,2,0,20220404182404,20290916021926,43,27,2,1.4184148929446023,62,70512,23422,9,28,12,41,23,34,5
0,unknown,2,3,0,20220712094603,20230529163317,94,32,0,1.451193928144738,50,9818,8711,8,47,84,17,27,73,12
1,male,1,1,0,20201201074015,20220102074352,37,23,3,1.1949220594758374,60,18902,13095,18,18,34,17,36,22,17
0,female,2,1,0,20240709151237,20240824094715,14,39,15,1.3165432439392197,98,115,46,13,14,8,10,9,9,4
2,female,1,3,0,20201119225308,20221025011912,83,23,5,1.2390238983574573,97,19906,7790,50,82,23,14,55,65,49
2,unknown,1,0,2,20200512105937,20210609003140,86,41,11,0.6558248130128894,40,10097,2447,28,22,45,37,45,33,19
2,unknown,2,0,3,20201128112513,20251024104347,38,38,7,1.290719270560123,33,49896,17185,18,13,31,22,12,14,16
1,male,2,1,3,20230604063433,20250503182402,82,43,16,1.0140180164943153,81,19900,10791,25,48,44,59,48,52,0
1,unknown,1,0,0,20211009133511,20231008200027,96,36,19,1.2389854936544507,85,20000,62,58,93,29,96,33,78,84
2,unknown,3,3,2,20220901203937,20241002204242,9,14,0,1.076683502265757,55,20102,1838,7,7,1,0,9,5,8
1,female,2,3,0,20200621023806,20200727115114,13,28,7,0.6919125220134046,14,107,76,12,11,11,7,8,1,8
0,unknown,1,1,0,20210614001434,20291021132122,54,10,10,0.9043503171861286,89,80408,3954,36,14,11,13,28,20,32
1,female,2,1,1,20200325113001,20280322080025,24,20,2,1.2374141626571222,44,79997,63613,7,0,6,19,18,21,24
2,female,1,1,0,20231205011205,20280904152514,15,48,14,0.5407578041947462,22,49700,45730,14,7,5,11,8,5,6
1,male,2,3,1,20231102033439,20260127183032,97,8,18,1.1396141705663558,39,29026,25255,90,22,64,53,40,14,21
2,male,1,2,1,20221129005003,20281203140539,94,45,3,1.2569980669375778,34,60075,34142,69,80,81,28,7,14,63
0,male,3,3,2,20200325164914,20261028220758,5,42,0,1.471304427692052,97,60704,54172,5,5,1,1,3,4,2
1,female,2,3,0,20220814144513,20250413030056,56,41,3,1.3041946583601178,51,29599,22415,8,21,34,41,46,14,51
1,unknown,2,0,2,20210117003554,20261016060806,5,1,11,1.1804999685135167,25,50900,19213,3,0,1,2,0,1,3
0,unknown,1,1,0,20210417222057,20220919233117,57,21,16,1.2342048748001844,4,10503,5114,0,2,8,9,22,39,36
1,male,3,2,1,20210204003746,20211126152227,5,12,14,1.3637037520101343,32,923,481,5,3,1,0,5,1,1
0,unknown,1,1,2,20220409160848,20230308015047,8,35,1,0.8986836284855731,2,9899,4360,6,0,1,1,5,6,1
0,unknown,2,0,0,20201215081940,20240913093039,86,25,14,0.6598009783032187,40,39699,4762,12,70,77,50,44,48,2
2,female,1,2,0,20240407171044,20260504081156,64,23,8,1.2343390430130476,59,20097,13188,23,19,11,13,57,12,44
1,male,1,2,3,20240228114729,20290108211319,37,29,1,0.9559478736138357,47,49881,13810,19,32,27,16,8,2,4
2,male,3,2,3,20220815135645,20291107060550,83,17,8,0.799820629284238,19,70292,60192,22,51,11,75,69,5,13
2,unknown,3,0,0,20220603081738,20230616082651,81,12,9,1.4955492515422675,74,10014,2116,38,22,66,26,27,75,65
2,male,1,1,3,20230510015341,20250107220434,45,47,1,0.7154274478092676,76,19598,14843,45,41,14,29,25,33,12
1,male,3,1,1,20201219112154,20240613004346,7,41,9,1.2767273494266957,16,39394,30601,6,7,5,2,0,3,6
0,female,1,0,0,20200421110654,20210313040958,49,45,17,1.0239336305779192,52,9892,9783,44,9,44,30,1,23,15
2,female,2,1,1,20210529104858,20240612160148,90,4,18,1.4823994760621293,82,30084,12489,16,48,61,46,6,45,78
2,female,1,2,1,20231023030906,20290613171608,13,48,8,0.9503256291041987,99,59591,17597,7,4,1,3,2,10,13
0,female,2,1,1,20210508010206,20240914131525,93,33,4,0.6412839034706789,48,30407,3101,85,33,83,87,92,13,62
1,unknown,3,0,3,20210406131208,20211105075636,37,24,18,1.0145847983457488,21,699,201,37,17,18,34,15,0,27
2,unknown,3,3,0,20210717194200,20210927142616,79,39,19,1.220937270090153,37,210,84,18,36,35,33,34,20,49
1,unknown,3,3,2,20230615211458,20250827231300,48,9,10,1.3912423377946008,23,20213,9579,12,18,48,27,14,44,18
1,unknown,1,3,0,20240705115527,20281206003551,83,32,5,1.2341284424202241,42,40501,24621,15,43,32,41,66,16,0
1,female,1,1,1,20240828230953,20280316215230,57,37,0,0.6878685786582609,95,39488,33127,57,41,7,47,10,44,2
1,female,1,2,2,20220109124616,20241006140115,22,23,14,1.288550857748669,57,20898,7958,7,3,1,19,20,11,17
1,female,2,3,3,20200125033853,20290329233850,63,46,6,0.5464206004232144,54,90205,2088,47,50,54,47,33,60,19
2,unknown,1,3,2,20220123111922,20250130035608,54,11,7,1.0993003251485511,62,30007,22429,45,43,30,46,50,3,6
1,male,2,1,2,20200917205346,20271018191035,82,36,3,0.7463456069636596,53,70101,57570,51,19,76,62,80,30,81
1,male,2,1,1,20231203182319,20240427104840,96,40,7,1.201326488108899,54,9224,6659,50,17,8,45,84,2,1
1,unknown,1,0,2,20211224015054,20250612104755,72,2,9,1.09410186152568,6,39389,1968,25,12,9,4,6,13,39
0,female,2,3,2,20211122181902,20241107061310,35,15,10,1.2690309903502004,84,29985,23185,11,10,16,10,25,26,8
1,male,2,3,0,20240612142758,20240709054415,99,3,6,0.7562797030096757,24,97,95,3,62,45,31,92,60,3
0,male,2,1,3,20230208211441,20240330143438,87,33,3,1.034746711295583,59,10122,8100,33,83,38,11,37,9,77
2,male,1,2,1,20231114081008,20250321155653,26,29,12,1.3832009628578599,30,19208,4824,2,19,4,5,21,19,11
1,unknown,2,3,2,20200612125913,20231031041620,73,42,1,0.8891360985680132,27,30419,22630,56,40,11,15,21,32,16
2,unknown,1,1,2,20220129124758,20280721073254,27,43,4,1.4281606953638812,47,60592,20967,17,26,4,27,24,21,24
0,female,1,3,2,20230831024617,20240714050016,32,22,11,1.2959310573352816,68,9884,6980,10,7,22,25,20,13,21
1,male,1,1,2,20220718053934,20230812172712,54,32,17,1.4046641731304015,35,10095,449,1,32,47,53,16,19,30
2,unknown,3,3,3,20210106034930,20220723150946,21,13,19,0.6683649308015029,20,10618,572,3,3,14,19,6,13,20
1,unknown,1,3,1,20220906104053,20270808215049,10,2,13,1.2810169246680523,66,49903,14700,6,9,9,7,1,1,7
2,female,3,2,1,20210107013107,20250504100912,52,15,14,0.7223122452481131,53,40398,24240,47,0,10,52,33,7,37
2,female,1,3,1,20220119002332,20250123074717,50,26,14,0.5629657232706656,6,30005,194,21,50,5,32,10,13,41
1,male,2,1,0,20240326043814,20280901122455,5,22,0,1.2091016448715,80,40576,25414,5,5,4,4,2,3,3
0,female,1,1,1,20201110045259,20211111045553,32,5,19,1.2233156850216873,3,10002,1531,5,0,17,10,9,11,16
1,female,2,1,2,20220321172307,20230912054043,81,29,13,0.9874916682145215,21,10591,3389,44,31,14,1,45,29,45
1,male,2,0,1,20220407181337,20250328131654,31,13,17,0.9691391977815474,15,29921,11090,11,13,5,27,4,7,18
2,unknown,3,3,3,20220128174811,20221228134145,18,17,19,1.4810111701847901,30,1100,293,3,18,5,1,4,2,12
1,female,3,0,3,20230701230837,20280423101919,61,36,11,0.894433067534895,16,49722,36020,2,24,18,2,44,34,50
2,male,3,0,2,20210107014620,20280914100638,10,21,2,0.7450638360559649,98,70808,41375,0,7,3,0,7,10,4
1,female,1,1,1,20231123112701,20291208065526,91,8,14,0.500384659812355,46,60085,13520,14,64,55,84,89,65,55
1,unknown,3,1,1,20210619044021,20211002043447,26,16,13,0.7058711724499485,70,383,70,8,20,26,23,5,26,15
2,female,1,1,3,20211230000954,20240705205048,72,20,16,1.00829390840996,54,29476,13443,4,10,14,59,54,22,71
2,male,2,1,2,20221217000833,20221228221435,62,12,19,1.135689362859945,2,12,1,17,26,60,28,20,36,61
1,unknown,2,2,0,20200424130648,20270708141907,33,44,16,1.101438548502939,66,70285,43502,4,16,0,17,27,14,5
1,unknown,1,1,0,20230715220757,20250313191937,84,48,17,1.212683860155765,22,19598,6706,34,34,37,71,37,68,56
0,unknown,1,3,2,20220512093832,20240412142500,68,29,13,0.7981950495085123,69,19901,14223,44,44,22,58,36,36,27
1,male,2,3,2,20220206161511,20280630215849,31,43,7,0.8041331440398498,97,60425,53243,22,12,7,26,9,25,1
1,male,1,3,0,20220916103055,20240911174846,38,27,14,1.009087498667745,24,19996,8906,32,6,20,19,0,25,0
1,female,1,0,2,20210916104701,20240403100842,78,21,0,0.615180724201822,32,29487,11886,41,47,57,34,13,44,7
2,female,2,1,2,20220424172252,20290120231151,42,35,10,1.3305554105426238,64,69697,3053,21,37,18,9,32,9,15
1,male,2,3,0,20220124225506,20220411184100,93,16,5,0.8090999349849866,55,287,13,65,72,53,17,31,57,84
1,female,1,2,0,20200709195244,20201109182634,51,33,2,1.2375074953846652,89,400,234,45,17,39,25,15,22,6
2,unknown,2,3,1,20210105033934,20210331004025,26,14,0,0.7920725263789413,89,226,124,14,0,19,11,11,26,12
0,unknown,2,3,1,20220529144833,20230712094228,25,2,14,0.712321937546488,51,10183,8566,24,19,7,2,7,9,15
1,unknown,1,1,3,20200105135503,20230601163244,78,10,8,1.0380168666591825,68,30497,18488,69,19,24,78,40,34,29
1,unknown,2,3,3,20211115205325,20280830184159,97,16,7,0.7004751982484312,3,69715,56680,19,89,14,13,9,47,66
1,unknown,3,1,0,20210112000845,20230322035655,90,8,7,1.068929216393828,80,20211,3558,57,76,0,60,63,15,23
1,unknown,2,2,1,20200515205528,20201230024038,59,20,19,1.3935306195276311,92,715,394,1,23,17,32,22,24,52
0,male,3,1,3,20220304092932,20220514052322,56,2,5,1.2130068604399882,53,210,16,5,53,51,21,18,8,15
2,female,2,2,0,20200423090226,20270604020637,57,26,16,1.2842929439514832,93,70181,1382,57,41,32,7,14,45,40
2,female,2,2,2,20240601214941,20290707120436,48,7,3,0.7093303867562057,16,50106,8238,5,34,23,33,18,35,20
2,unknown,3,0,0,20200301024348,20240822053059,2,30,13,0.5865953299866268,94,40522,20223,2,1,1,2,0,2,2
0,female,1,1,1,20200428214918,20210526224937,30,28,1,0.6141135263393819,72,10099,8030,5,23,18,27,10,3,23
2,female,3,1,2,20201202010337,20220416174655,68,13,17,0.569612567268946,3,19215,13611,45,25,43,6,15,33,5
2,female,1,1,3,20230227123259,20240105183614,80,11,10,1.0770795031806522,99,9879,8030,23,58,3,49,79,2,40
2,female,1,2,1,20210817135528,20260930231210,68,4,2,1.128307733142798,44,50114,20374,50,0,4,54,54,46,4
1,unknown,2,0,0,20240205122745,20260924102501,94,42,3,1.3834496698574148,12,20719,1162,82,70,82,69,84,2,5
0,unknown,2,3,0,20211124175108,20280913215845,55,1,12,0.8015265109730142,96,69790,50626,46,22,18,24,2,22,42
0,unknown,1,3,2,20210710062405,20210806163139,87,32,8,0.9959534649554647,25,97,89,59,74,6,57,69,19,20
1,unknown,2,2,3,20220721034521,20270808002840,39,12,2,1.235125862097759,55,50087,1459,21,29,25,34,3,1,22
2,male,3,0,0,20240329172633,20270124144401,25,46,16,1.107730253569747,90,29795,939,19,25,8,12,22,3,9
0,female,2,3,1,20200708151522,20281105200021,4,27,10,0.5585075666414496,42,80398,34923,1,0,3,4,1,3,1
2,male,1,1,3,20230429033116,20270717205455,43,37,4,0.6612486399296102,71,40289,25385,42,38,18,27,35,29,39
2,female,1,3,2,20220517104916,20290212154627,47,24,2,1.0772983372230838,83,69696,19908,17,41,13,30,3,43,16
2,female,2,1,1,20201212034858,20250406015543,75,41,1,0.8032236448955404,59,49194,43299,65,60,34,71,33,36,27
0,unknown,1,0,3,20200229210819,20240224155349,60,36,17,0.6803327911710839,72,39995,10012,40,3,13,55,52,46,23
2,male,1,2,1,20220324160303,20240302193503,48,25,10,1.1148802738325057,89,19979,792,34,25,10,42,12,27,11
1,male,2,3,3,20200309175153,20250430084451,7,39,14,0.750614540714517,39,50121,44788,7,2,5,4,2,6,6
2,male,1,2,2,20200112004913,20250613065835,20,5,7,1.0189601412871294,7,50502,35006,2,7,9,10,4,20,2
1,male,2,1,0,20231114161319,20240622124329,76,43,11,1.3196657936454617,78,9508,2634,47,29,18,63,17,3,72
2,unknown,1,3,3,20200412093416,20240822091857,93,6,7,0.6046802442941909,19,40410,18368,17,15,81,58,8,57,65
1,unknown,2,2,0,20210716112341,20230601091902,46,10,15,1.254253189908836,41,19885,850,42,23,15,43,46,13,20
2,female,1,2,3,20200115074838,20230715041726,3,33,12,0.6475626521719073,88,30600,26409,0,1,1,3,3,3,1
2,unknown,3,3,1,20231006214323,20280812193251,36,21,19,0.510312053398141,41,49806,12477,20,20,18,17,14,35,3
2,male,2,0,0,20200430020803,20210120090651,33,39,7,1.2877071429031228,94,9691,6791,9,3,8,20,6,24,10
1,unknown,2,3,1,20210809095438,20261127123304,55,49,6,0.6600415763157664,28,50319,44241,22,16,16,29,34,2,36
2,female,1,2,1,20210902093707,20270717155255,55,34,2,1.0343437756893579,13,59816,34686,17,16,22,31,5,49,16
1,male,3,3,0,20230224090541,20230506133154,70,44,11,1.3808019111755936,21,283,24,39,65,31,10,13,38,16
1,male,3,1,3,20220906211007,20231010095814,83,13,16,0.899483367843416,65,10104,2539,68,18,32,75,57,58,60
2,female,1,0,3,20230924123609,20290520065527,79,28,14,0.7179119320722525,33,59596,43170,47,77,47,64,14,60,47
1,female,3,1,3,20230206200022,20230301035744,46,35,2,1.4810035343804926,53,95,42,38,28,15,35,14,3,19
1,unknown,2,2,0,20201115021834,20210107113901,35,36,0,1.1115982685454522,37,8993,724,28,2,31,23,5,31,7
2,female,1,2,1,20200630041913,20240930155106,64,15,3,1.4829552503324213,11,40301,22057,22,49,38,49,4,7,58
0,female,1,0,3,20221026063106,20240104191029,5,12,15,1.4303384308217983,5,19079,18797,2,1,1,1,2,5,0
0,female,2,1,1,20200811141823,20260918052810,69,35,6,1.1695611653812792,18,60107,35792,38,35,52,29,24,50,16
2,female,2,3,1,20201205143003,20241015084218,73,45,7,1.3769119123182403,95,39810,2947,42,58,23,43,72,0,14
1,male,2,0,0,20220212005210,20240215031116,18,41,13,1.3602677824702418,32,20004,2673,12,15,8,12,11,12,14
2,female,2,1,0,20200118031531,20220415215151,84,16,11,1.3134391079985641,13,20298,15958,34,58,50,72,75,65,53
1,unknown,3,0,0,20200730123458,20240428203925,25,7,3,0.7053654748423164,12,39699,8336,2,16,1,14,14,4,2
2,male,1,3,2,20210204062134,20240713052601,33,12,9,1.1540375169306452,53,30509,27938,8,9,12,1,26,22,14
2,female,2,2,2,20200904184702,20260506081602,1,28,2,1.067511514000346,26,59602,30879,1,0,0,0,1,1,0
1,male,2,3,3,20210423194549,20241005235723,68,2,15,1.0705168912776521,63,30583,24217,28,12,30,66,47,5,53
1,male,1,0,1,20210906222348,20261015000358,54,17,14,1.15031588456994,24,50109,5617,8,46,26,9,20,0,15
