gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
1,male,3,0,0,20103052417663,20103053365404,79,1,1,29,13,54,30,22,76,64,14,36,0.9508862410430089,55
1,male,2,1,3,20023001981919,20023002808134,59,1,1,32,10,15,54,14,0,42,32,15,0.7533329954549584,66
0,unknown,1,0,2,20053169846835,20053170648211,53,1,1,45,4,52,25,40,12,6,29,52,0.9044646541197411,26
1,unknown,3,3,3,20034819675773,20034820588228,89,1,1,34,11,45,75,74,30,81,32,55,1.3880102096723057,19
1,male,2,0,0,20137758169300,20137758324431,27,1,1,44,14,8,6,14,14,22,19,6,1.4125209669775018,72
0,male,2,3,3,20129497490010,20129498211337,74,1,1,18,18,43,16,29,48,27,71,45,0.7264646375808917,78
1,male,1,0,3,20047895204987,20047895936865,23,1,1,27,16,6,2,12,8,5,0,8,1.2368990419742618,34
0,unknown,1,1,2,20089587109560,20089587526649,1,1,1,10,3,0,0,0,0,0,0,0,0.7648524201245738,87
1,male,2,3,2,20132006315778,20132006458793,68,1,1,40,7,45,66,58,44,6,10,65,0.6036239861580053,24
1,male,1,0,1,20087576121399,20087576612590,35,1,1,43,13,11,6,31,22,18,12,1,0.5522008079475931,36
2,female,1,3,0,20028228366063,20028228855295,71,1,1,28,7,68,43,40,38,41,23,41,1.0427116559258458,9
1,male,2,1,2,20021263590537,20021264586463,27,1,1,7,1,8,19,8,8,0,22,13,0.5998003023729602,38
0,female,2,2,2,20093357009331,20093357582947,93,1,1,39,3,14,23,72,36,63,77,29,0.6228790056959004,92
0,male,2,1,0,20043087669669,20043088603360,1,1,1,34,18,0,0,0,0,0,0,0,0.6885399641624339,80
2,female,2,2,3,20202483802484,20202484630002,21,1,1,31,5,0,14,19,16,17,12,2,0.840760104349346,39
2,male,3,0,2,20036751760624,20036751830147,41,1,1,1,17,34,1,30,24,1,4,14,0.8609097632460042,48
2,unknown,3,0,2,20035233571454,20035234116329,76,1,1,34,13,71,69,29,13,37,53,57,0.9217868473110675,68
2,unknown,1,1,2,20083242467815,20083242729302,92,1,1,40,5,73,74,80,44,53,54,52,1.0125528057845146,24
1,male,2,2,1,20189151474428,20189151757267,56,1,1,16,18,18,15,51,53,23,11,45,0.7825224537578298,63
2,female,2,0,3,20085491983509,20085492801331,4,1,1,23,3,2,2,3,1,2,2,2,1.3052207030311318,73
2,female,1,3,3,20199679751767,20199679885137,43,1,1,48,12,1,31,16,32,35,17,10,1.0988250037585607,5
1,female,2,3,2,20105716453392,20105716752443,49,1,1,2,9,11,23,6,13,30,43,0,0.9781076303177096,6
2,unknown,1,3,2,20034829975333,20034830490709,15,1,1,16,9,9,4,10,4,4,5,13,1.1600153091761478,80
0,male,2,2,1,20108784286495,20108784618699,91,1,1,37,4,6,75,87,8,3,33,84,1.0980708074254932,93
0,male,2,3,2,20182864702534,20182865044032,93,1,1,25,11,84,84,33,85,50,66,68,0.8020695765774235,7
1,male,2,2,2,20086477792158,20086478663964,48,1,1,39,9,15,9,30,32,7,36,41,1.3078207945967224,59
0,female,1,2,3,20215046010784,20215046075870,11,1,1,10,11,6,4,2,8,8,6,10,1.1495648382573287,3
1,unknown,2,2,1,20106663643235,20106664208795,76,1,1,44,15,69,17,67,40,57,8,52,0.5883998237693686,75
2,unknown,3,3,0,20187971994688,20187972252908,88,1,1,49,12,74,52,71,58,10,78,52,0.7430098488254551,30
1,unknown,1,1,0,20103145232442,20103145263911,89,1,1,35,4,37,53,41,73,26,2,77,1.4815150619127333,20
0,male,2,0,1,20186708290655,20186709217616,40,1,1,35,10,5,2,14,11,11,21,22,0.72013751074716,7
1,male,1,0,2,20012146142358,20012146975007,10,1,1,27,17,0,9,1,9,6,1,5,1.2796630629772088,64
1,unknown,2,0,1,20124888022020,20124888211779,62,1,1,36,19,56,27,40,52,47,29,13,0.5191534584064151,62
2,female,2,0,1,20063469881645,20063469920790,63,1,1,13,4,15,46,23,24,41,52,55,0.9838696779034082,22
1,female,3,1,0,20023466556801,20023467427230,70,1,1,22,5,25,25,53,25,46,11,42,1.364442745192136,76
1,female,2,3,0,20011077926095,20011078643814,78,1,1,3,5,15,40,26,44,45,42,35,1.0707832030542774,57
2,male,2,1,3,20086492534115,20086493281195,60,1,1,19,0,37,25,8,4,7,22,42,0.8577350139533563,33
2,unknown,2,3,1,20023511447235,20023511770234,49,1,1,24,16,35,5,35,9,26,48,48,0.664184554711338,38
1,unknown,1,2,3,20142767684920,20142767772909,47,1,1,48,19,22,15,44,25,15,34,14,0.9393159910280617,97
2,female,2,3,2,20070407241105,20070407825328,25,1,1,27,9,18,13,4,8,8,20,15,0.9137240765566922,93
1,male,1,0,1,20224027455784,20224028425015,81,1,1,38,10,60,48,42,16,32,53,18,0.9977271838264129,89
1,female,1,3,2,20143542703296,20143543356238,41,1,1,1,0,16,0,5,31,23,5,2,0.8454226053964325,90
2,female,1,1,0,20191613161458,20191614087049,49,1,1,41,15,33,40,6,48,38,22,41,0.513517321493935,7
0,male,2,0,2,20144117384501,20144117927912,28,1,1,31,11,21,25,23,3,13,12,18,0.782756699717408,98
1,female,1,0,2,20124297024062,20124298006101,56,1,1,32,1,13,50,50,11,53,22,43,0.7746388944968551,14
2,female,1,2,0,20064919746707,20064920131289,9,1,1,8,4,5,0,3,3,8,4,7,0.5680187811561255,43
0,unknown,1,0,0,20131898412125,20131898487883,97,1,1,8,12,39,67,44,36,84,95,95,0.8953944315057389,98
1,male,2,2,0,20074758981270,20074759548967,51,1,1,49,0,14,16,16,43,25,13,35,0.7622699268551639,2
1,male,2,0,1,20212742886288,20212743119029,96,1,1,30,6,13,11,74,35,77,7,47,1.2894637586384206,79
1,male,3,2,0,20184209150814,20184209847033,97,1,1,37,3,60,92,28,51,18,71,38,0.8713452183585352,24
1,unknown,1,3,2,20159352070192,20159352853919,11,1,1,45,4,0,3,5,10,6,6,9,1.2544285153143444,93
1,female,1,0,0,20043134294038,20043134323377,93,1,1,35,1,71,71,58,91,85,28,50,0.7274115502068591,19
2,female,1,3,0,20069953259636,20069954185284,14,1,1,48,14,4,10,8,0,8,9,11,1.0509927220996969,47
2,female,2,1,3,20086368441513,20086368843957,3,1,1,16,18,0,0,0,1,1,0,1,1.2199389633895836,81
2,female,2,3,2,20221742751240,20221743559299,95,1,1,23,3,57,83,88,20,46,29,12,0.991372529757366,7
2,female,1,3,1,20046843837504,20046844483784,26,1,1,33,15,21,4,17,2,6,13,17,0.6979867817707927,44
1,male,1,2,2,20227416275826,20227416584829,85,1,1,13,18,68,83,52,7,61,5,32,1.223285536552413,46
1,female,2,3,1,20097564692667,20097565482827,2,1,1,37,7,1,0,1,1,1,1,0,1.1427315857509466,73
0,unknown,1,0,0,20157378169245,20157378271110,24,1,1,31,2,5,11,9,1,17,13,4,1.228340751993017,31
1,male,1,1,3,20030950324565,20030951177692,32,1,1,4,0,18,30,12,5,10,23,17,0.5023419522691795,61
1,male,1,1,0,20036501294270,20036502067998,79,1,1,18,14,61,35,5,17,25,57,7,0.6061179121854661,71
1,female,2,1,1,20025499581602,20025500468124,20,1,1,43,11,2,15,19,4,15,16,18,1.1006144362825636,83
2,female,2,0,0,20139044213200,20139045047461,49,1,1,35,4,14,45,32,48,31,11,20,0.5151732937098054,91
0,female,1,1,3,20029847616886,20029847664868,54,1,1,16,17,10,8,50,6,46,25,52,1.2273591089607347,75
2,male,2,2,3,20035988849059,20035989634500,11,1,1,30,0,7,0,4,0,9,4,5,0.8865392977578951,20
1,female,3,3,2,20101777910140,20101778667039,74,1,1,37,1,69,2,19,49,65,67,21,0.9404397274366285,20
1,male,1,1,1,20129199714095,20129199868673,15,1,1,22,17,13,1,10,10,10,14,7,0.8608181482771826,68
2,female,2,3,3,20074728491403,20074729287266,68,1,1,25,17,11,26,34,1,57,41,45,0.5084676256859251,20
2,male,1,0,1,20024254047026,20024254115407,89,1,1,25,3,32,50,47,63,56,67,72,1.1547177458001445,20
2,unknown,3,0,2,20049120967060,20049121868365,30,1,1,7,11,11,14,2,21,23,29,24,1.0197025503006079,52
1,female,2,3,1,20107923689361,20107924225359,84,1,1,39,7,47,5,68,48,2,51,72,1.1601208693393024,1
1,male,2,2,2,20024744616636,20024745119979,1,1,1,47,11,0,0,0,0,0,0,0,0.6761517179149463,11
1,male,1,1,3,20096916605012,20096917166098,3,1,1,35,7,1,2,2,1,2,1,2,0.7869418860735359,33
2,female,2,2,2,20088025097156,20088025476919,89,1,1,15,6,53,56,62,29,8,44,87,0.5541423465478581,38
1,female,1,1,2,20088091926385,20088092293007,32,1,1,25,15,0,3,27,17,21,29,13,1.4548868501101462,44
2,male,1,1,0,20112014493027,20112014640057,79,1,1,6,5,2,12,5,55,19,24,77,1.1163574062692319,77
1,female,1,1,1,20219810210521,20219810481050,62,1,1,42,5,30,27,56,22,7,35,34,1.1053602433071226,55
2,unknown,2,0,3,20084443553219,20084444431536,21,1,1,16,13,0,2,13,1,0,16,14,1.1944864873565866,40
2,female,1,1,1,20174425301440,20174425703315,37,1,1,14,6,17,22,29,9,21,35,4,0.6761095186553281,43
1,female,2,1,1,20009085541926,20009086353319,70,1,1,39,18,55,51,34,41,55,37,0,1.350739897071198,84
1,female,2,1,3,20022837431322,20022838123742,50,1,1,22,15,20,2,33,34,39,32,35,1.3675869273632952,55
1,female,3,0,2,20059866414463,20059866894597,88,1,1,20,7,74,51,71,78,15,49,42,0.6805919633189266,23
0,male,1,0,1,20040021097336,20040021363804,55,1,1,34,13,25,33,25,22,31,51,45,0.8615725231968229,27
2,male,3,2,3,20180601518623,20180601891186,49,1,1,36,16,47,1,21,47,5,46,31,0.6849163987017434,17
2,unknown,1,2,1,20176188997000,20176189973895,95,1,1,8,13,50,31,20,58,93,11,73,0.6762452166613616,41
0,female,1,1,2,20075128114216,20075128329727,21,1,1,15,15,12,11,18,13,10,6,3,0.7698608555393291,98
1,male,3,3,0,20134737761029,20134738161257,13,1,1,45,12,0,8,9,7,12,12,9,1.2775420705449174,35
1,male,1,3,0,20079050432222,20079051251588,33,1,1,10,6,19,14,22,23,19,1,11,0.6239512699303227,39
2,female,2,1,1,20113021727022,20113022050954,13,1,1,43,8,9,11,3,6,3,1,5,1.3619743383504672,70
0,male,3,3,1,20196421802392,20196422482920,57,1,1,42,11,12,39,16,34,17,41,10,0.66712993118197,97
2,female,1,3,0,20019410606718,20019410732821,95,1,1,9,2,19,48,32,2,41,20,40,0.7028575622287118,51
1,female,2,0,3,20014865432496,20014866077853,83,1,1,38,1,75,31,81,55,74,29,45,1.2812786085092536,51
1,unknown,2,3,3,20032181859721,20032182676082,43,1,1,11,1,29,32,8,15,11,27,20,0.8829683051922171,84
1,female,1,2,0,20175827085949,20175827790602,32,1,1,32,2,24,6,29,31,14,0,21,1.1119395453689402,94
2,male,1,0,3,20091153963109,20091154081742,92,1,1,35,2,56,5,53,16,21,76,66,1.2735178846586683,76
1,male,1,3,2,20208498918531,20208499277280,82,1,1,8,17,51,78,10,31,8,56,11,1.4950402017690019,77
2,male,1,3,3,20015169787340,20015170289776,3,1,1,3,6,0,0,1,0,0,2,1,0.6521104399751505,73
2,male,1,2,0,20017612271778,20017613258615,99,1,1,48,11,8,11,17,47,71,29,21,0.9818024121639363,35
1,female,2,0,1,20216026197355,20216026781557,47,1,1,32,11,5,0,9,12,22,14,27,1.0837940558335428,36
0,female,2,0,0,20040909931797,20040910700888,13,1,1,24,13,11,8,10,0,2,9,3,1.3570043764601547,13
1,male,1,2,1,20010604445412,20010605413235,44,1,1,24,18,20,22,25,41,38,1,6,1.0869660707459667,22
1,male,3,3,1,20066925041759,20066925905677,50,1,1,34,1,29,25,22,23,41,37,21,1.2893200370384723,76
2,male,1,3,0,20109003433093,20109004407597,68,1,1,9,12,37,9,43,29,27,54,14,1.4130170056050133,23
0,male,1,1,0,20218978338430,20218978711623,59,1,1,31,8,54,40,4,4,37,34,48,0.6898049812012519,20
1,male,1,0,2,20126676733496,20126677034768,55,1,1,49,2,22,14,19,47,6,48,41,0.7025156180363895,94
2,female,1,2,1,20223008837501,20223008839667,20,1,1,35,0,14,13,2,19,9,9,6,0.8271408868468989,49
1,female,2,3,3,20165163852696,20165164151757,40,1,1,18,16,21,39,31,19,28,8,30,0.635574607767146,11
1,female,1,3,0,20201337751806,20201337944147,70,1,1,36,4,20,23,58,20,5,30,2,1.4131629077998107,89
2,female,1,2,3,20132983908985,20132984414371,11,1,1,30,7,3,3,7,10,0,9,4,0.7599164654514615,29
0,female,2,2,2,20214704666126,20214705176034,53,1,1,4,13,15,24,21,15,6,49,21,1.4549985684653293,44
2,unknown,2,2,2,20065775360322,20065775787869,3,1,1,9,18,2,1,2,2,1,0,2,0.6170533193149816,88
1,male,1,0,0,20169167607448,20169167795097,28,1,1,25,15,12,1,16,10,13,25,8,1.3369580212135785,98
1,male,1,1,2,20013876392623,20013877070848,49,1,1,23,15,21,30,16,27,6,48,25,1.2107694797237607,62
2,female,1,1,3,20138686103144,20138687018862,2,1,1,20,19,0,1,1,0,1,0,0,0.738789448504998,73
2,male,2,3,0,20006136289330,20006136665946,68,1,1,25,17,49,21,52,4,30,45,63,0.6816266673198855,60
0,female,2,2,0,20094685789510,20094686051259,6,1,1,12,8,2,4,5,4,0,1,3,1.228290393013459,17
2,female,1,0,0,20159325805171,20159325911764,31,1,1,7,12,1,26,8,28,8,4,10,0.9809768223566248,24
1,female,1,3,1,20003647531577,20003647967890,97,1,1,26,0,92,18,47,20,39,18,96,0.5007609501507017,98
1,male,2,3,2,20191908650011,20191908952410,61,1,1,25,9,26,30,34,29,5,14,44,1.483378825536275,85
2,male,1,1,0,20108205687514,20108206307688,57,1,1,46,3,56,28,22,26,45,21,53,1.4381417293486605,74
1,female,3,3,1,20118944249352,20118944753733,41,1,1,47,3,2,39,21,22,34,29,10,0.9678119386061127,44
1,male,2,3,2,20052926645162,20052927389206,47,1,1,14,0,46,21,19,30,46,39,41,1.2824832414122467,10
0,unknown,3,3,0,20182384716427,20182385615861,36,1,1,9,8,1,2,2,32,16,15,12,0.7744160806248617,98
2,male,1,1,2,20114922962716,20114923333833,9,1,1,8,15,4,0,1,4,1,3,0,1.2178400213671485,28
0,female,2,0,0,20035176024564,20035176064923,21,1,1,3,5,10,18,18,17,18,16,20,1.3993155661833008,77
1,male,2,2,3,20088837973443,20088837986745,39,1,1,7,18,6,32,21,38,14,21,16,1.4477893978229508,21
1,male,1,3,2,20026271123260,20026271311892,8,1,1,10,13,4,7,0,1,3,1,1,1.0577040470604726,47
2,male,2,0,3,20033306183543,20033306257618,87,1,1,26,16,69,16,19,14,24,25,44,0.9158494648147949,51
2,male,2,0,1,20029831749739,20029832525040,83,1,1,41,1,19,81,44,73,9,74,68,1.489975066638616,83
2,male,3,2,1,20185768802874,20185769529178,96,1,1,42,19,47,77,94,14,69,28,39,0.8773370614271224,89
2,female,1,3,3,20169862021050,20169862576239,53,1,1,8,2,51,1,4,30,13,28,9,0.879367547070545,38
1,female,1,1,2,20078853415890,20078853478214,87,1,1,39,6,40,82,43,51,19,23,12,1.1241610363369052,32
2,male,3,1,2,20106134844505,20106135706895,51,1,1,2,6,45,19,0,33,10,22,50,0.9547656123007393,27
1,male,2,2,1,20148019579735,20148020201197,17,1,1,42,14,11,4,14,8,4,11,6,1.0870377816431116,14
2,male,3,2,1,20109861852484,20109862184534,99,1,1,29,5,67,22,77,2,57,41,60,0.9873262194722457,37
1,female,2,0,2,20145104345797,20145104652642,2,1,1,19,16,0,0,1,1,0,0,0,0.8647565881591747,71
1,male,2,3,3,20133841001929,20133841012872,18,1,1,32,1,13,15,4,1,17,0,10,1.0415670696468133,3
2,male,1,1,3,20190312959624,20190313937266,71,1,1,15,15,36,28,34,54,44,30,38,1.4907097733293742,4
1,male,3,1,1,20180375139173,20180376120505,5,1,1,22,8,2,1,1,2,0,1,2,1.4553416638513195,72
1,male,3,3,1,20081369380061,20081369496003,52,1,1,17,10,8,13,32,31,15,39,38,1.4921677370622008,4
1,male,1,2,0,20102127972638,20102128023952,73,1,1,17,15,41,36,61,52,1,30,5,0.9411071755874993,96
2,female,2,2,1,20142906697808,20142907490507,9,1,1,9,19,5,0,2,5,2,1,4,1.3468592732599065,57
1,male,3,0,1,20022290694519,20022291193493,18,1,1,23,1,12,10,13,13,1,3,4,1.1549111327304764,47
2,female,3,0,3,20171928694266,20171929400022,83,1,1,22,19,58,20,66,54,31,22,4,0.5059942268222256,92
1,female,2,0,0,20062519845989,20062520081327,95,1,1,24,2,86,3,52,40,62,19,48,0.8832183668300307,35
1,male,2,0,1,20115160262151,20115161013382,5,1,1,18,15,1,0,0,0,1,1,2,1.0924192244473852,19
0,female,1,0,0,20189993272243,20189993492732,87,1,1,29,11,37,38,0,24,18,77,9,0.5071506627548565,89
0,female,3,0,1,20138561764745,20138561831795,39,1,1,44,5,30,7,32,7,21,10,33,1.3837925155464132,97
2,unknown,2,0,3,20124264520363,20124264888181,28,1,1,17,16,23,19,18,9,22,6,6,1.0375062221666278,2
1,unknown,3,0,1,20081687595877,20081688233197,20,1,1,48,17,1,0,17,17,11,6,13,1.3650674770659974,95
1,unknown,2,0,3,20173661895105,20173662028100,10,1,1,6,1,3,5,5,3,5,7,4,1.2935706700147531,17
2,male,3,2,2,20154654183411,20154654832246,16,1,1,4,0,9,11,2,8,12,8,2,0.9433967681874589,31
2,female,3,3,2,20164336538830,20164336579879,72,1,1,9,7,63,43,13,36,3,7,58,0.8611947477221068,27
2,male,1,2,0,20065274385465,20065274570541,63,1,1,26,1,47,14,17,45,38,12,40,1.3022570837544278,81
1,female,2,1,2,20076789238470,20076790169736,10,1,1,17,15,9,2,1,2,7,2,3,0.5335237193255964,98
2,female,1,3,1,20077572027967,20077572575132,33,1,1,35,11,0,3,21,9,24,7,5,0.8056441766015765,19
2,female,2,2,2,20162747710496,20162748326378,10,1,1,8,16,0,1,9,7,1,7,3,0.5433849102275133,92
0,female,3,1,0,20067813212225,20067813871839,2,1,1,3,15,0,1,1,0,1,0,0,1.2952737037782396,83
2,male,1,0,0,20091301344430,20091302297490,39,1,1,2,2,33,37,21,37,23,29,32,1.0753090869675486,60
2,unknown,2,1,3,20029122783087,20029123173189,1,1,1,48,15,0,0,0,0,0,0,0,1.0186193005983402,78
1,male,1,1,2,20039307394598,20039307942378,67,1,1,39,11,34,57,61,23,37,31,36,0.5982122076249982,79
1,male,3,3,1,20029129693697,20029130026693,45,1,1,37,1,32,3,26,2,40,9,43,0.7511429784402313,21
1,female,1,1,2,20087498809384,20087499640304,28,1,1,44,19,26,4,8,12,11,16,25,1.3421582269803594,7
1,male,2,1,3,20058215015396,20058215232073,8,1,1,20,1,2,3,0,5,0,2,2,1.2360057566313039,16
0,female,3,2,3,20207567701160,20207568092446,94,1,1,9,6,84,77,1,39,64,74,16,1.268528294548249,30
1,female,1,1,3,20046019938148,20046020532114,93,1,1,25,4,58,4,55,81,65,36,85,1.418386483541871,81
2,female,1,0,0,20176257762431,20176258429821,69,1,1,39,16,68,34,23,64,49,31,59,0.7329551896143315,93
1,female,2,0,0,20135031081293,20135031574535,88,1,1,5,18,42,48,79,14,9,72,36,1.343036479096154,88
1,female,2,0,3,20109346717425,20109346937597,41,1,1,26,17,22,39,10,13,25,40,10,0.6546083938234017,55
2,male,3,3,0,20046498837124,20046499509347,26,1,1,32,1,5,22,24,21,23,5,6,0.7868579895187774,18
1,male,3,0,0,20025927836913,20025928615136,31,1,1,34,15,19,10,15,14,20,3,30,0.7102541542270993,93
0,female,1,0,3,20181839159634,20181839642529,87,1,1,23,0,39,75,17,56,62,21,73,1.0515739147401428,63
2,unknown,2,3,1,20050689982971,20050690177594,31,1,1,44,6,28,26,2,0,20,22,27,0.8116574170283993,48
1,female,2,2,3,20075766131352,20075766389958,72,1,1,46,6,39,22,60,42,62,11,9,0.5365330831006009,94
1,female,3,3,2,20204740435703,20204740636987,38,1,1,1,17,34,24,30,34,23,25,19,0.6669152037742851,85
2,unknown,1,3,0,20170457409198,20170457782999,89,1,1,40,13,55,40,58,5,20,87,77,1.170318272312052,61
0,unknown,2,3,1,20111847910566,20111848255108,4,1,1,34,9,1,3,3,0,2,2,2,1.4303754101398076,20
0,female,1,2,1,20093484033660,20093484627468,96,1,1,6,19,56,79,58,41,71,63,86,0.6877074106537311,67
1,female,2,0,0,20212588133281,20212588781291,51,1,1,19,12,27,38,21,10,11,12,31,1.4147491974622792,55
1,female,1,3,3,20015899951989,20015900520687,44,1,1,12,3,42,37,32,26,14,33,25,1.0985216068255221,35
1,female,1,0,1,20090039808509,20090040761031,99,1,1,8,11,27,95,93,49,20,56,1,1.4973419546214264,38
2,unknown,2,2,2,20011347657636,20011348511407,89,1,1,4,13,49,13,63,67,63,12,21,1.124731750897741,95
1,male,2,2,0,20054668923006,20054669202780,21,1,1,25,11,7,6,11,18,0,11,8,1.3378671052696491,52
2,unknown,1,3,0,20120402494167,20120403256083,64,1,1,47,6,27,7,17,28,8,41,40,0.787529399735452,69
1,female,1,2,3,20059073514289,20059073930333,86,1,1,49,9,21,83,26,37,24,65,29,0.9349249909187702,87
1,female,3,2,1,20194256569087,20194256768020,65,1,1,18,11,46,6,38,27,32,40,11,1.0608402476077492,2
1,male,2,1,1,20221660281188,20221661090279,24,1,1,33,0,14,0,19,22,5,3,4,0.9771699568039929,55
1,female,1,3,1,20172767769464,20172768011350,73,1,1,2,19,60,25,22,6,49,32,43,0.6876049175859689,96
2,unknown,3,0,1,20002559681363,20002559970654,25,1,1,2,19,3,5,12,18,20,14,17,0.9864496456783544,13
2,female,3,1,0,20104523504744,20104523556934,37,1,1,39,2,34,9,9,27,15,24,16,1.2987263921662313,25
1,female,1,0,1,20147147541374,20147148343218,17,1,1,48,2,2,13,13,5,11,8,9,0.7538454772965971,40
2,male,2,1,3,20121442665980,20121442770941,60,1,1,16,0,57,46,20,33,42,38,36,0.9634967958286959,80
1,male,1,0,2,20205087383139,20205087798387,32,1,1,24,15,30,18,23,8,26,10,31,1.307003678080021,63
1,female,2,1,1,20018877339648,20018878005546,63,1,1,22,14,19,21,10,13,50,10,46,0.7828584669736276,91
1,unknown,1,1,0,20030620820362,20030621588470,87,1,1,46,0,8,57,32,25,64,25,63,1.3439024143199583,62
0,unknown,2,0,0,20170641025006,20170641046618,65,1,1,39,19,57,8,23,4,34,61,52,1.1843198613113635,99
2,male,3,0,0,20148292533192,20148292670927,14,1,1,4,19,4,0,3,5,2,4,0,0.8152562254077262,85
1,male,1,0,3,20156055757114,20156056706177,71,1,1,49,17,0,43,4,46,7,69,6,0.8238019048796387,28
1,male,3,2,3,20061589808355,20061590040570,12,1,1,27,12,4,8,2,8,6,9,3,0.8058359777815861,92
2,unknown,2,2,3,20034236993047,20034237238746,23,1,1,7,2,12,8,6,13,17,15,9,1.3583428090629566,75
1,male,1,2,2,20069332193539,20069332745777,91,1,1,36,9,6,7,87,82,30,84,81,0.6567568286376001,57
1,male,1,2,0,20073917477137,20073917744633,57,1,1,1,1,26,20,20,2,34,27,49,1.4242061061570919,86
0,unknown,2,1,0,20061826430556,20061826620820,66,1,1,13,14,54,22,56,21,62,24,33,0.659932678262082,68
0,female,1,0,3,20009243067203,20009243417159,33,1,1,39,12,29,3,28,11,21,4,20,0.6361449230942302,9
0,male,2,2,1,20071587884385,20071588864433,10,1,1,39,12,0,9,3,2,4,5,9,1.4024921405573503,72
2,male,2,3,0,20210972888474,20210973587660,14,1,1,9,8,12,7,12,11,6,4,0,0.6064860844341007,9
2,male,1,2,3,20157601628623,20157602576786,68,1,1,21,12,9,67,51,44,11,4,46,1.4910494241661865,26
1,unknown,1,2,1,20174508780865,20174509588102,12,1,1,25,6,3,1,4,7,10,8,8,1.3781725225163681,12
1,male,3,1,0,20062419131781,20062420010380,12,1,1,3,17,6,8,8,2,1,9,3,0.8222228107795634,75
2,unknown,3,3,1,20224514889045,20224515858471,81,1,1,46,6,34,18,4,22,46,52,44,0.8821149898358127,43
1,male,1,0,3,20141183296506,20141184098370,67,1,1,47,19,29,60,61,1,52,22,57,0.8803474429616913,1
2,male,1,0,2,20169862028138,20169862684886,17,1,1,27,11,9,6,5,11,8,11,9,0.8119748973747806,7
2,female,1,1,3,20195499133601,20195499164960,22,1,1,27,11,7,18,8,5,8,3,7,0.8249024053584386,82
2,unknown,1,0,3,20001788160274,20001788465323,50,1,1,28,17,22,43,16,33,37,8,4,1.455233315308838,98
1,female,1,1,0,20126215289317,20126215517419,30,1,1,35,5,29,17,6,4,29,19,1,1.2534827930374908,17
0,male,3,1,1,20028591548724,20028591610613,18,1,1,31,6,2,10,12,0,3,13,14,1.0135031702399453,57
2,unknown,3,1,2,20004439214677,20004439268435,81,1,1,22,6,14,10,0,36,57,0,45,1.0523450724390697,3
2,male,3,3,2,20073615890811,20073615983393,83,1,1,25,13,39,58,22,28,15,23,72,1.2055188513888704,63
0,male,2,0,1,20067507415766,20067508269105,94,1,1,22,1,89,35,55,71,86,7,90,0.517319448188947,27
1,male,2,2,1,20020744816594,20020745765157,88,1,1,31,19,42,83,65,35,30,11,85,1.358592692538224,28
1,female,1,2,0,20167376226377,20167377014086,81,1,1,41,14,52,54,43,40,74,1,13,1.3555738964407622,23
1,male,2,1,3,20071837656908,20071837961910,80,1,1,6,14,7,21,14,22,44,15,33,1.1121463217042482,30
0,female,2,3,1,20132252176062,20132252604603,87,1,1,3,6,64,30,29,66,47,26,11,1.1191204141765685,55
0,male,2,2,3,20133428519430,20133428775556,76,1,1,15,6,68,51,70,48,3,23,21,1.4394214681692676,20
2,male,3,2,1,20066067948536,20066068108147,3,1,1,11,8,2,0,2,2,0,1,2,1.4445425046248694,40
1,female,2,2,3,20170345031583,20170345305078,19,1,1,39,10,16,4,0,8,7,16,10,0.7599863478305449,27
1,male,2,1,3,20191048934619,20191049158715,82,1,1,33,9,51,4,8,51,11,70,65,1.3807419576534241,82
0,male,2,0,0,20135956712746,20135957097128,72,1,1,30,18,4,69,45,53,70,11,24,1.0563668235362509,9
1,female,3,0,3,20183104421783,20183104948436,29,1,1,40,12,9,27,17,15,21,7,1,0.7372682227774361,99
2,male,2,1,2,20163585013108,20163585344727,90,1,1,12,18,37,77,55,22,0,30,23,1.1261711967992363,27
1,male,2,0,0,20096118772591,20096119435114,92,1,1,49,6,52,50,64,68,77,28,53,0.9003767269944314,7
2,male,1,1,0,20036218884230,20036219274582,43,1,1,4,15,16,24,37,1,24,24,1,0.6009059500561189,59
1,female,1,2,2,20072599210072,20072599475806,45,1,1,28,1,30,12,1,6,37,18,22,1.2002241470148973,30
1,female,1,3,3,20006682095159,20006682445354,40,1,1,4,19,34,8,19,15,14,30,22,0.854921411975237,76
2,male,3,0,0,20204233621007,20204234434905,12,1,1,39,0,10,3,3,4,9,0,8,1.2340203761497175,69
0,male,1,0,3,20131803301120,20131803602686,42,1,1,36,4,25,25,17,13,31,21,40,1.297077431386667,97
2,male,2,3,2,20058322290145,20058322341445,48,1,1,20,15,15,42,10,25,6,27,39,1.1087441843634727,76
1,male,1,2,2,20018058543476,20018058720248,64,1,1,48,2,62,20,37,57,43,42,61,1.1871074027967818,47
1,unknown,2,1,0,20171612882632,20171612928989,11,1,1,1,10,8,9,1,6,10,5,5,0.9332575652457885,6
2,female,1,1,0,20004800044611,20004800421671,81,1,1,18,1,18,39,63,64,7,60,36,0.6267086210115641,51
1,female,1,3,1,20047378236788,20047378977790,61,1,1,23,9,4,6,18,46,25,48,4,1.0473574904020957,17
0,male,2,2,0,20083891379909,20083892094371,93,1,1,5,8,30,45,61,30,28,8,34,0.7719243623112303,17
