gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
0,female,2,1,2,20061237539321,20061238351266,22,1,1,35,2,15,1,1,16,1,6,5,1.0243922433404866,34
2,unknown,1,0,0,20018494441090,20018495189531,41,1,1,16,16,4,40,0,16,5,20,16,0.645779233406639,12
0,male,1,1,1,20105736265624,20105736308493,23,1,1,2,1,3,1,1,21,2,3,16,0.9888611984318925,22
1,male,2,2,0,20145459111970,20145459731916,36,1,1,29,2,18,10,31,34,1,13,4,1.070556917305438,29
1,unknown,2,3,3,20079037985791,20079038675652,45,1,1,41,18,33,6,16,34,15,2,37,0.5751303857162741,69
0,unknown,1,3,2,20168482692091,20168483190372,56,1,1,40,3,25,23,22,53,26,19,9,1.4956128610679507,69
2,male,1,1,2,20094400853258,20094401094764,3,1,1,26,13,1,1,2,2,1,2,1,0.6418083213892064,90
0,male,3,0,3,20094986685630,20094986951371,20,1,1,38,11,15,3,6,13,3,18,15,1.3090489015971358,50
1,male,3,3,0,20098684903571,20098685682224,80,1,1,49,2,73,76,50,8,0,1,50,1.2935498634156386,63
0,male,1,2,2,20109188913223,20109189400048,79,1,1,39,0,58,68,56,77,18,69,3,1.430075095117076,46
0,unknown,2,2,3,20045440630285,20045441492586,2,1,1,6,10,0,0,0,0,0,0,1,0.790464857516532,78
2,female,2,0,2,20086608871140,20086609292080,20,1,1,33,9,7,3,13,18,10,2,14,1.343018202499759,72
1,male,2,2,1,20089248798399,20089248913140,53,1,1,22,11,50,36,2,11,48,11,5,0.5193681533425789,76
0,female,3,0,0,20122791850530,20122792086921,88,1,1,27,14,72,28,8,6,62,4,3,0.8652362255114815,36
0,unknown,3,0,2,20121272890422,20121273066136,74,1,1,40,16,61,44,24,50,72,32,40,0.7712657029288648,1
2,female,2,1,3,20115712088804,20115713080269,48,1,1,21,6,4,8,47,21,32,20,46,1.3313572703416032,51
0,male,1,1,2,20045020482189,20045020905481,95,1,1,40,11,88,60,5,40,18,64,46,0.6839963739620878,65
2,female,2,2,3,20143522655321,20143523002086,9,1,1,9,5,3,0,7,8,1,8,7,0.8250461941362676,49
0,female,3,1,0,20171978307894,20171979207574,52,1,1,18,18,49,18,41,40,11,23,25,1.4102983532450013,94
2,female,2,2,2,20070601340701,20070601972258,79,1,1,30,10,19,78,64,3,68,19,23,1.4020291521893107,57
0,unknown,3,1,0,20123652930118,20123652994722,45,1,1,21,0,29,3,23,19,35,2,23,1.3608227415941219,4
0,male,2,2,3,20091488224641,20091489220791,42,1,1,31,9,7,41,16,7,41,15,11,0.8262539599644422,26
2,female,1,1,3,20009571141861,20009571432417,94,1,1,39,11,47,64,56,24,13,41,4,1.110393042375145,7
0,female,2,3,1,20006926744384,20006927189930,79,1,1,45,15,71,75,52,37,13,58,11,1.0872582266201771,54
1,male,2,1,0,20157300126687,20157300853491,14,1,1,7,19,7,9,10,5,6,11,12,0.6721936354011474,74
1,male,2,0,1,20098415910504,20098416152792,81,1,1,1,0,35,11,36,22,13,62,66,1.4286845528567649,40
1,female,3,2,1,20200061764890,20200062328435,59,1,1,31,3,24,32,49,10,49,44,6,1.4945021953383555,32
1,male,1,3,3,20098525133439,20098525239211,81,1,1,21,17,13,2,48,61,77,18,47,0.7638494038495437,34
1,male,2,1,3,20073581740379,20073581817453,45,1,1,5,9,11,36,21,13,24,27,26,1.167542241701518,97
0,unknown,2,0,3,20013551682368,20013552526773,35,1,1,13,15,18,28,29,19,3,32,29,0.9758795279922318,10
2,female,1,1,2,20104408746857,20104409478921,90,1,1,43,13,0,20,59,30,81,29,23,0.7544493358299997,42
0,unknown,3,0,3,20190801982466,20190802499692,6,1,1,23,9,2,1,2,4,0,4,4,0.9683613604128698,14
1,female,2,3,1,20185174208857,20185174916004,67,1,1,48,10,20,33,52,40,20,39,56,1.3545304050532825,10
2,female,3,2,2,20060383539131,20060384524267,63,1,1,12,5,57,45,52,22,61,24,45,0.6328247564177195,78
1,male,2,2,3,20179845898646,20179846149044,14,1,1,47,3,4,9,10,8,9,8,11,0.5735161961832762,22
2,unknown,1,1,0,20048727388992,20048727785005,61,1,1,15,7,49,6,43,54,1,39,34,0.9766073023396942,75
1,female,3,2,1,20099382735729,20099383004248,84,1,1,31,9,79,11,16,45,75,81,24,1.4833762977511618,32
1,female,1,1,2,20102962017512,20102962348443,46,1,1,48,18,3,10,23,31,3,17,13,0.7395172019576698,57
0,male,2,0,2,20213087683026,20213087704937,61,1,1,8,12,29,42,58,56,57,26,34,0.9517624715736213,94
2,female,2,1,0,20192918118826,20192919092706,11,1,1,11,2,3,6,5,3,8,5,10,0.8397068604762151,59
2,unknown,1,1,0,20192471634370,20192472398243,31,1,1,39,11,25,7,21,10,30,22,29,0.5016334491012333,10
2,male,1,3,0,20102847244840,20102847880725,80,1,1,48,7,78,9,0,54,56,61,75,0.73630999770232,29
2,female,1,0,2,20169607309882,20169607353833,41,1,1,19,18,38,5,23,34,10,10,33,0.798137632692267,67
1,female,2,0,0,20062593035400,20062593641145,95,1,1,34,12,58,47,62,54,94,70,18,0.9545618248474332,85
1,unknown,3,3,1,20029674522833,20029674856480,16,1,1,36,12,9,7,14,12,11,4,6,0.7008112939846927,36
0,female,2,2,1,20102616859312,20102617846869,83,1,1,23,19,47,71,80,72,34,52,54,0.7496302841765492,66
2,male,3,1,1,20140067936174,20140068101541,48,1,1,37,8,38,20,35,24,0,1,4,1.4546906364121712,69
0,female,2,1,1,20192207524095,20192207863461,75,1,1,1,6,69,54,4,37,47,5,54,1.386702143438757,43
1,unknown,3,2,0,20077431590752,20077431659650,58,1,1,1,3,2,39,21,25,16,53,27,0.9738670745118257,63
2,male,3,1,0,20033760060260,20033760285501,76,1,1,22,4,36,63,47,54,48,5,64,0.5035559477410074,15
1,female,1,3,0,20177988327465,20177989027668,68,1,1,37,0,41,18,1,55,32,37,42,0.8985595756474191,30
2,male,2,2,3,20114729367249,20114729721075,81,1,1,26,11,70,31,76,35,1,72,7,1.488729247947986,49
2,male,1,3,3,20046186514794,20046187263140,49,1,1,24,15,4,31,46,37,12,25,24,0.9118050760823555,94
2,male,1,3,3,20146774425247,20146774929309,43,1,1,41,6,7,31,18,40,38,15,15,1.2937061425646896,4
2,male,2,3,1,20186051090170,20186051999890,33,1,1,33,0,20,11,31,30,10,5,4,0.8404009952366738,73
0,female,1,2,2,20101337391612,20101337704972,10,1,1,42,14,6,6,6,6,1,3,0,0.5120549340587203,92
1,male,2,0,1,20222944958368,20222944967233,77,1,1,29,7,67,12,61,14,55,55,51,0.8001851012777665,45
2,female,1,2,1,20124540040528,20124540799974,58,1,1,41,5,47,41,6,49,53,1,18,1.1435895844797939,82
2,female,2,1,0,20187274161873,20187274636516,28,1,1,21,16,15,25,3,20,13,9,2,1.1260865287455486,82
1,unknown,2,0,0,20030948179345,20030948282609,61,1,1,49,8,13,3,55,38,23,21,3,0.9676042623308911,68
0,male,2,1,1,20094292470290,20094292666142,39,1,1,16,18,36,10,30,1,4,9,36,0.5186052969225169,47
1,male,3,1,0,20212526925395,20212527262638,17,1,1,32,11,7,12,10,7,5,15,9,1.0980225680156628,23
1,unknown,2,3,0,20179396158812,20179397101916,57,1,1,24,13,32,7,55,47,20,9,19,0.9884153622740717,89
1,male,2,3,2,20142841616517,20142841824448,85,1,1,24,1,78,52,84,83,19,30,44,0.7046379643695986,23
1,male,1,2,2,20053119416370,20053119791809,45,1,1,21,1,14,1,4,36,22,4,18,1.2067288806793868,80
0,unknown,1,0,2,20129397972107,20129398421263,36,1,1,21,14,7,13,26,23,23,16,25,0.5561970036631052,54
1,male,2,2,1,20206682165428,20206682877853,86,1,1,11,10,47,31,22,63,70,17,15,1.0074015967329613,89
2,female,2,2,0,20155516535622,20155517017944,15,1,1,3,2,6,1,7,11,12,12,8,1.4682423605185981,75
0,unknown,2,3,3,20121647271082,20121647962856,71,1,1,7,2,0,39,65,49,15,66,62,1.2396296881771156,63
2,female,1,1,3,20179775806814,20179776758839,48,1,1,26,18,47,46,6,6,5,41,10,0.6647762812390385,52
2,male,3,0,0,20121903129234,20121903235384,8,1,1,35,3,1,2,2,1,7,4,5,1.263421009274953,35
2,female,1,0,2,20067064437811,20067064952315,28,1,1,20,1,3,10,21,16,7,9,20,1.350108258416104,49
2,male,2,2,0,20108026512838,20108027386051,55,1,1,48,4,14,36,38,50,8,7,3,1.4819571852541735,34
2,unknown,1,3,2,20144182743051,20144183073139,17,1,1,3,2,0,2,2,13,7,14,7,0.7001541231335284,26
2,female,1,2,2,20112894928012,20112895764033,36,1,1,2,16,33,5,9,34,30,4,35,1.129164678207086,43
0,male,3,3,3,20103710022808,20103710847493,30,1,1,14,15,4,18,1,14,14,2,15,0.525882539416679,67
1,male,2,0,3,20125274190480,20125274958317,6,1,1,22,17,0,5,1,5,1,0,0,1.3649922745293315,9
2,unknown,1,0,3,20159352188860,20159352886331,66,1,1,36,11,59,8,35,33,52,48,22,0.8881482482015746,1
1,female,1,0,3,20104641879550,20104642173608,55,1,1,41,2,13,36,44,16,6,3,43,1.0785415437603372,60
2,female,3,1,1,20211759131446,20211759999019,29,1,1,19,18,17,27,26,12,10,22,3,0.8110138735288849,12
1,female,1,3,2,20115937558756,20115937886390,34,1,1,37,11,24,12,16,15,26,17,32,1.265250446420712,17
1,female,1,3,1,20079579391723,20079579658740,45,1,1,17,9,35,10,42,23,0,24,9,1.2079632285419937,98
1,female,1,0,3,20000270805310,20000271162249,31,1,1,5,19,16,25,3,4,14,20,7,0.7715499487111213,79
2,female,2,1,0,20084522506949,20084522678000,37,1,1,39,9,35,26,11,12,22,14,17,1.2337618401220678,45
2,female,3,3,0,20092484215337,20092484585014,11,1,1,28,1,6,3,9,7,5,3,2,1.1388690682047895,72
2,male,2,0,2,20071932009831,20071932462960,72,1,1,13,2,32,12,48,52,19,35,37,1.0433965504342915,2
2,female,1,3,2,20065421913337,20065422149867,48,1,1,35,14,20,10,20,41,1,34,17,1.497820389176848,51
1,unknown,1,2,2,20139072362421,20139073301236,50,1,1,17,10,27,30,5,15,24,19,16,1.1138755711677966,3
0,unknown,3,1,2,20173649225077,20173649566725,70,1,1,15,1,8,29,37,20,17,48,3,0.8497122847802003,8
2,male,2,1,2,20213995831614,20213996113081,22,1,1,49,13,7,8,11,20,14,6,15,0.7543987726299568,79
0,female,1,3,3,20172827966389,20172828475652,68,1,1,3,13,14,34,65,47,57,58,53,0.7451722847287652,90
0,female,3,2,3,20107565179393,20107565650516,76,1,1,7,7,43,70,23,74,25,35,28,1.4677512068601712,43
0,male,1,1,0,20036067155289,20036067651563,4,1,1,30,3,1,3,1,3,3,1,0,0.8717573437274992,12
1,unknown,3,0,3,20097310039006,20097310424569,12,1,1,27,1,9,7,0,0,4,5,5,0.5448900319877187,50
1,male,1,2,0,20183966351577,20183966489375,49,1,1,17,15,48,19,8,1,18,25,32,1.2443324481249198,20
2,male,1,3,0,20104939336595,20104939635812,9,1,1,45,1,4,5,3,2,8,6,4,1.289339472949242,85
2,unknown,1,0,1,20025103558516,20025104538434,1,1,1,48,15,0,0,0,0,0,0,0,1.061780232286266,12
2,unknown,1,2,0,20047490164736,20047490590405,27,1,1,13,10,4,14,3,18,16,12,25,1.280884574810884,28
2,unknown,2,3,3,20073564066594,20073564333662,2,1,1,31,10,0,1,1,0,0,1,1,1.2038231891351847,60
2,unknown,3,1,2,20226491925206,20226492180559,78,1,1,26,13,23,32,50,47,66,52,5,0.7466792345526939,94
0,male,2,2,3,20021767869649,20021768256103,47,1,1,13,14,44,28,20,31,12,26,12,0.6551717031429576,38
1,male,2,1,1,20059258125435,20059259072717,88,1,1,3,16,42,73,72,27,37,60,75,0.5050829841446951,85
1,unknown,1,1,1,20146230209601,20146231192548,69,1,1,12,17,47,53,20,34,57,27,17,1.3297426507864027,67
0,female,1,1,1,20144180077588,20144181073816,72,1,1,38,0,40,30,9,26,38,21,15,1.1152900831576158,56
1,female,1,2,3,20039201846574,20039202067036,87,1,1,34,12,53,3,79,77,85,5,2,0.6289438942536224,68
2,female,1,0,2,20115895923351,20115896002430,70,1,1,27,13,18,69,56,49,3,63,68,1.2055026095170054,90
2,female,1,1,2,20044091079826,20044091683040,70,1,1,3,1,55,64,34,37,64,35,46,0.6472772631387109,25
2,male,2,1,1,20022110183359,20022111103651,32,1,1,18,13,6,11,16,20,6,15,26,1.0760119074757597,82
0,male,3,1,2,20115348179576,20115348485023,24,1,1,27,7,11,14,11,3,12,4,4,0.5174132045273223,76
1,male,1,1,0,20151697147413,20151697874689,49,1,1,31,9,11,20,13,42,41,18,44,0.8870990278643667,15
1,male,1,0,1,20036169740191,20036170728950,42,1,1,34,6,31,25,35,34,23,19,25,1.3749419448730635,11
2,male,2,1,3,20165733503774,20165734064336,19,1,1,15,0,13,9,16,2,3,16,13,0.6624217819763832,75
0,unknown,2,3,2,20172575560500,20172575722218,82,1,1,45,4,28,78,32,7,15,25,30,0.8123888190464544,95
1,unknown,1,1,2,20163298713996,20163298828539,86,1,1,27,8,58,70,17,83,31,3,27,1.4287217817312652,76
1,unknown,1,0,2,20144704199521,20144704617323,88,1,1,33,8,26,83,25,20,81,70,81,0.8236075547136024,58
0,female,2,1,3,20218534919409,20218535599865,14,1,1,34,10,7,8,0,9,6,7,12,0.5705242428862398,6
1,male,1,0,3,20150594350672,20150594738913,66,1,1,37,19,10,65,65,15,38,32,52,0.7037200956602552,46
0,unknown,1,2,2,20168010899300,20168011619233,59,1,1,27,12,26,0,17,41,55,47,44,0.6583137779776678,47
2,unknown,2,1,1,20093916824375,20093916848881,56,1,1,40,6,23,1,33,18,49,42,41,0.7312050869805896,78
2,male,2,1,1,20176662154935,20176662378337,68,1,1,25,4,15,35,43,53,58,52,58,0.9583680786706688,46
2,female,1,2,3,20079442058533,20079442874801,61,1,1,10,15,50,37,13,44,38,57,21,1.4250600120427404,33
2,unknown,2,3,0,20114380387605,20114380704483,91,1,1,27,9,79,80,63,81,57,45,62,0.59976993331112,80
2,male,2,2,0,20161095298190,20161095619378,95,1,1,46,8,56,1,37,89,92,26,54,1.2743311701753088,57
2,female,2,2,2,20148773532107,20148774411744,80,1,1,18,3,16,53,69,8,57,67,30,0.6582150020099778,67
1,female,3,0,3,20221618739088,20221618762912,34,1,1,13,12,17,7,33,11,4,7,15,0.5932386069268741,45
1,unknown,1,2,2,20176622289420,20176623091777,96,1,1,38,0,60,44,2,63,13,52,81,0.6253894744300584,41
1,unknown,2,0,2,20070133194735,20070134140591,84,1,1,6,6,36,10,65,71,41,67,38,0.6836780664174756,17
1,unknown,2,2,1,20040559061041,20040559644302,5,1,1,48,15,3,1,4,0,2,1,2,0.6813747401743008,82
1,male,1,1,3,20074941517727,20074941698666,95,1,1,19,4,93,29,85,85,54,75,90,0.933426778914986,23
2,female,3,2,0,20002695737617,20002696270502,48,1,1,44,16,44,0,46,22,1,20,44,0.8511740318091033,65
0,male,1,2,0,20145738608825,20145738640847,28,1,1,45,5,14,9,25,5,11,5,24,1.4004481976738217,9
0,male,1,0,0,20167366928321,20167367312550,89,1,1,22,6,36,32,28,54,50,3,12,0.7260352651237105,6
2,unknown,1,3,0,20162617694286,20162617888457,44,1,1,2,2,9,22,42,17,22,4,29,1.0644025837019404,78
2,female,2,1,0,20068038154362,20068039151603,91,1,1,46,0,58,86,51,22,72,35,81,0.9406823798596066,50
0,unknown,2,2,1,20017128999806,20017129865393,44,1,1,12,4,28,23,29,17,29,38,22,1.0843428016595746,52
1,unknown,2,2,3,20192428288463,20192428558221,39,1,1,33,14,13,34,16,29,36,17,28,1.4438345275702833,9
1,male,3,2,1,20189111922699,20189112506693,21,1,1,36,18,10,1,11,12,19,15,7,1.276094074750693,57
0,male,2,0,1,20116276350876,20116276699882,61,1,1,34,7,31,24,37,19,26,38,52,1.0409497464424857,4
2,male,2,0,3,20079594778694,20079595120968,74,1,1,7,8,72,32,45,67,11,62,56,0.7906702843289299,36
2,male,2,3,3,20135254472824,20135255211673,77,1,1,32,12,12,22,8,41,65,16,47,0.8716216368850365,18
2,female,2,1,3,20064628651955,20064628718364,61,1,1,19,2,49,32,21,41,3,38,25,1.1082571578954323,47
2,male,1,2,1,20087082213426,20087083014549,68,1,1,13,13,44,28,37,40,6,12,27,0.8389536090164188,40
1,male,2,2,3,20143630448153,20143630810758,60,1,1,36,4,5,16,42,41,0,13,0,0.7851687870381976,39
1,unknown,2,1,1,20197232760326,20197232903985,72,1,1,30,0,14,8,52,35,15,0,27,1.0427097479456184,59
1,unknown,1,1,2,20079634710259,20079635556826,39,1,1,3,18,0,4,36,3,29,32,7,1.065429351910243,78
1,unknown,2,3,2,20172780232254,20172780283650,37,1,1,22,6,11,29,28,13,3,8,27,1.0745858188830102,21
2,unknown,3,2,0,20193152053717,20193152944400,63,1,1,28,2,60,53,44,18,15,2,8,0.8474823610094114,50
1,male,1,2,3,20220980044805,20220980726606,36,1,1,33,6,29,5,23,19,20,7,31,1.4637088531361644,26
2,female,3,0,1,20081927686800,20081927887435,36,1,1,3,1,30,21,3,1,20,32,11,0.6085122030791565,60
1,female,3,1,2,20101096581744,20101097090601,90,1,1,43,13,57,3,5,35,32,71,60,0.5905396126575482,39
1,male,2,2,1,20069550053905,20069550161279,84,1,1,49,17,75,79,62,74,56,3,36,0.8723068624258931,92
0,unknown,1,2,0,20034721585825,20034722223075,87,1,1,25,13,23,31,69,64,7,83,43,0.811011101904921,21
2,male,1,3,1,20024845400781,20024845835970,54,1,1,23,11,41,49,37,7,50,18,47,0.8482029716879201,61
1,female,1,3,0,20198685563112,20198685821647,84,1,1,1,2,45,20,81,57,6,34,82,1.3199893125153181,36
2,unknown,3,3,3,20154405061376,20154405683998,83,1,1,29,18,13,11,82,9,81,75,28,0.9418956956200637,70
2,female,1,2,3,20181718106117,20181719058045,3,1,1,13,13,0,2,2,1,1,1,2,1.1429478271805218,23
2,female,2,2,1,20131618945768,20131619090701,54,1,1,14,12,41,14,5,17,24,26,34,1.472628060475679,83
2,female,1,0,2,20109507141027,20109507377874,60,1,1,8,16,14,56,34,8,44,30,5,1.1449545729765318,56
0,female,2,1,1,20169573187190,20169573446635,77,1,1,46,6,35,28,48,62,20,76,51,1.022369799276888,97
2,unknown,1,3,3,20154542715169,20154543481494,21,1,1,42,15,3,9,14,11,17,3,4,1.2991959371206336,9
2,unknown,2,2,2,20079691470538,20079691678310,73,1,1,45,0,10,26,52,38,41,40,69,1.0409885300694666,57
1,unknown,3,1,0,20100943303432,20100944301626,78,1,1,41,7,23,1,47,27,71,64,68,1.2218499130714515,23
1,female,2,3,0,20093888136485,20093888425407,34,1,1,23,16,31,2,16,23,9,17,33,0.9841276458390219,27
0,male,1,3,3,20009741233487,20009741597744,82,1,1,3,16,45,19,8,1,32,76,26,0.7931566090820714,23
0,unknown,1,2,1,20196884666331,20196884963940,68,1,1,23,7,59,50,50,44,12,32,1,1.4236402332054094,67
1,unknown,2,0,1,20187009603895,20187009755727,59,1,1,43,16,42,49,8,57,4,4,14,0.9641264578652868,18
2,unknown,3,2,3,20132427249159,20132427688302,19,1,1,25,18,14,8,6,8,0,15,11,0.9925237712271119,48
1,male,1,2,1,20193512110593,20193512442248,82,1,1,41,17,47,63,51,63,7,65,76,0.9626520889380692,13
2,female,1,1,2,20182696836931,20182697083798,81,1,1,27,17,49,41,61,50,27,23,19,0.920482634974379,7
1,female,1,1,1,20048034308161,20048034557579,9,1,1,16,1,0,4,8,1,3,1,4,0.8718185558222686,37
2,unknown,1,0,1,20032876028794,20032876318551,39,1,1,11,13,24,11,11,30,37,31,9,0.7584801106336284,94
0,unknown,1,3,3,20195280054217,20195280277760,66,1,1,13,8,40,45,53,12,4,56,37,1.3866530826156198,95
0,male,2,3,0,20090012634592,20090013591900,5,1,1,29,18,4,3,0,0,3,0,0,1.0317998539331148,67
2,unknown,2,1,3,20015041452818,20015042270809,42,1,1,29,0,5,2,7,25,34,38,38,1.1282211373050046,20
1,male,1,2,3,20216714322729,20216715216465,24,1,1,21,14,6,9,14,22,16,13,5,0.8528636796879184,21
2,unknown,1,2,2,20078335717187,20078335943592,41,1,1,20,17,25,15,8,8,39,37,7,0.5773591527518234,71
1,unknown,2,0,2,20031058879604,20031059016017,1,1,1,36,4,0,0,0,0,0,0,0,0.6644690979288148,3
2,male,1,1,2,20036915459242,20036916016778,60,1,1,30,1,10,33,36,59,12,20,11,0.5285662799962971,98
1,male,1,3,2,20039731617340,20039732243872,28,1,1,2,12,15,12,23,18,3,17,16,0.6485478404026285,49
1,unknown,1,2,2,20218013790273,20218014511171,56,1,1,24,0,25,21,14,48,30,55,48,0.5686797398113442,33
2,male,1,2,1,20142504746989,20142505191843,16,1,1,20,9,1,1,11,11,12,9,7,1.417926864724952,76
1,unknown,2,3,3,20133489549407,20133489865419,46,1,1,42,4,39,22,5,4,44,9,14,1.3931920508602822,69
2,male,2,1,3,20106083435678,20106084015947,25,1,1,48,14,19,23,16,10,16,12,21,1.3183889950922654,58
2,female,3,3,2,20147963104586,20147963550093,1,1,1,6,3,0,0,0,0,0,0,0,0.5031317650135271,99
2,male,1,2,3,20074333320582,20074334313737,90,1,1,33,3,59,8,26,45,78,5,37,1.046482236376951,68
0,female,1,0,0,20108159765937,20108160222096,62,1,1,26,3,23,12,37,34,53,6,25,1.0420106593570928,11
1,unknown,1,1,3,20075694561695,20075695375887,76,1,1,8,17,47,22,72,37,40,68,47,0.6923623508228094,11
2,male,2,0,2,20116077135322,20116077319324,13,1,1,47,14,0,10,12,11,12,4,8,0.9016132787903852,82
1,male,3,3,0,20176717806343,20176718725390,27,1,1,47,17,22,21,23,1,22,9,9,0.5492560279305068,68
1,female,3,2,2,20090241482704,20090242392403,38,1,1,37,0,18,8,8,12,36,33,28,0.6815195146596167,84
1,female,3,0,2,20182069256194,20182069711463,52,1,1,23,4,15,51,5,39,14,46,49,0.9580936487922121,76
1,male,1,1,3,20158301194359,20158302157012,10,1,1,2,3,2,4,0,6,4,4,3,0.6900464587444317,70
2,unknown,1,1,3,20225530189961,20225530643271,48,1,1,41,8,5,22,1,39,2,25,6,1.0486259031769254,23
0,female,2,0,1,20223755366569,20223755825428,77,1,1,40,9,33,37,58,25,33,28,69,0.840798531659143,49
1,male,1,2,2,20215038208572,20215038823377,55,1,1,9,5,22,7,37,18,29,7,23,1.4795633756381514,2
2,male,3,1,0,20073684311619,20073684641265,69,1,1,41,13,32,68,60,35,1,59,45,0.6822031962734564,22
2,unknown,2,0,0,20070782236849,20070783206509,67,1,1,18,11,51,11,58,65,41,50,58,1.4567635884587586,99
1,female,2,0,3,20100438521294,20100439332942,97,1,1,47,14,70,12,78,82,59,53,36,0.5411150135073186,67
0,male,1,2,2,20081711977733,20081712809984,51,1,1,26,3,16,10,5,19,38,38,30,0.8322195335703669,34
2,female,1,3,2,20019325758499,20019326750976,14,1,1,2,8,6,0,12,6,0,9,6,1.1224855691279152,35
1,female,2,3,1,20153327642004,20153328495225,86,1,1,36,14,56,57,52,52,76,0,60,1.1092105369531606,99
1,male,2,2,0,20086334808390,20086335752499,2,1,1,10,17,1,0,1,1,0,0,1,1.0631055051135534,36
2,male,3,0,2,20138315327976,20138315932827,32,1,1,39,10,20,2,3,6,6,19,16,0.6254845354965066,86
0,female,1,2,3,20006801697167,20006802694016,62,1,1,35,5,28,33,51,52,35,37,0,1.4665396297293007,59
2,female,2,2,2,20069138664703,20069139155993,42,1,1,30,3,7,1,17,41,37,19,32,1.0020227186326656,40
0,unknown,1,1,0,20097736069650,20097736746348,48,1,1,45,0,11,42,43,28,44,25,45,1.313632083020372,38
2,male,1,1,1,20147192536786,20147193031825,74,1,1,6,13,7,67,57,63,5,6,14,1.1561796482269378,8
0,male,2,2,0,20152342797929,20152343618225,35,1,1,33,2,12,9,19,18,8,26,33,1.2347048538926537,31
1,male,1,1,2,20218202645340,20218203311160,46,1,1,32,11,1,4,32,15,24,27,18,0.9086250885707965,57
1,male,1,1,1,20140760638154,20140761361514,24,1,1,10,10,22,11,20,11,7,11,17,1.0398540265843779,21
2,male,3,1,0,20058548500661,20058548797418,75,1,1,1,10,23,30,19,8,58,7,19,0.8084592007823811,32
2,male,1,3,2,20162881651183,20162882408803,73,1,1,4,5,59,67,66,41,0,11,47,0.5421510987400494,22
0,female,2,1,0,20199711220163,20199712029336,35,1,1,24,11,30,26,29,16,26,23,20,0.7371955496223688,18
1,female,3,0,2,20190242514073,20190242739858,50,1,1,8,13,6,2,44,46,48,40,1,1.1702927673277932,58
1,male,2,2,3,20136695845460,20136695896659,11,1,1,13,8,3,3,4,7,8,4,8,1.4778712573595005,16
1,female,2,0,1,20178888031793,20178888683618,12,1,1,16,9,5,4,0,0,1,10,10,0.8156425216533931,54
1,female,3,1,0,20171612046845,20171612228949,8,1,1,27,5,2,2,1,5,2,0,7,1.0442428400476331,73
0,unknown,1,3,0,20115337288366,20115337723843,58,1,1,4,2,15,14,10,4,40,30,38,1.3368494650235623,54
1,male,2,1,1,20149103881200,20149104287868,40,1,1,35,1,33,20,10,29,37,0,6,1.143546770190212,3
1,female,1,0,2,20156887145044,20156887873713,49,1,1,6,3,40,7,4,18,47,34,41,1.0261815408076767,77
0,male,2,2,3,20108229274752,20108229923177,32,1,1,36,12,25,24,1,10,6,8,29,1.4527634262894908,69
2,female,2,0,1,20104357991789,20104358881573,63,1,1,11,9,10,8,32,45,37,62,31,1.1504711491822242,31
1,male,1,2,1,20012355663634,20012355848563,16,1,1,8,3,12,3,3,3,2,6,9,0.6859157809463445,69
2,female,3,2,2,20118733699613,20118734280974,56,1,1,37,18,54,40,3,48,51,21,25,1.0152154500198547,3
1,female,2,2,1,20125109944170,20125110645454,27,1,1,7,3,12,18,7,1,14,13,1,1.3735760584743768,86
1,male,3,3,1,20176338910282,20176339800022,80,1,1,34,0,30,11,74,32,40,75,22,0.8874421060147207,21
1,female,3,3,0,20086467625516,20086467700852,74,1,1,30,1,58,10,72,43,31,41,8,0.8044216610287519,5
0,unknown,2,2,0,20158021215103,20158022097599,81,1,1,36,14,72,2,52,4,78,73,76,1.0653126436425109,50
1,unknown,2,1,1,20156607545851,20156607760252,11,1,1,34,14,4,0,3,6,10,1,2,0.5485247420859046,18
1,female,2,0,1,20109209000435,20109209323241,26,1,1,42,7,2,18,1,16,21,24,23,0.573773382860119,6
1,female,3,3,1,20021408192903,20021409060537,75,1,1,26,1,29,16,6,41,65,43,40,1.0003581712753644,32
2,male,2,1,3,20017819208601,20017819793686,73,1,1,30,0,28,40,59,24,51,57,41,1.4611354324225885,62
2,unknown,2,3,2,20171878636800,20171879208793,72,1,1,49,12,48,40,44,23,24,31,51,1.0642259597753565,11
2,unknown,3,1,1,20051523102737,20051523206419,71,1,1,47,4,47,60,32,53,17,15,58,0.8733987773723477,4
2,male,3,3,1,20121960965328,20121961327889,50,1,1,13,11,18,35,18,34,45,9,30,1.490874157386081,92
1,unknown,2,2,0,20153700113299,20153700649815,84,1,1,46,8,2,2,10,54,75,39,77,0.560256969160182,17
2,male,1,2,2,20026352066856,20026352582188,57,1,1,8,9,42,1,47,51,49,47,0,0.945732635902308,82
1,male,1,0,1,20140737562906,20140738016656,61,1,1,45,2,26,16,30,23,49,15,3,1.0284106829020456,15
2,female,3,2,0,20118232627356,20118233384933,2,1,1,23,12,0,0,0,1,1,1,1,1.3189954493705192,27
2,female,2,1,0,20219797541867,20219797948552,54,1,1,23,14,39,3,29,42,30,41,17,0.9290206696451654,17
1,male,3,0,1,20223377951676,20223378536155,82,1,1,36,0,52,24,29,18,73,21,76,0.6506580437429321,41
